종목코드,종목명,거래량_매도,거래량_매수,거래량_순매수,거래대금_매도,거래대금_매수,거래대금_순매수
"247540","에코프로비엠","12565","67219","54654","6363414900","34129643100","27766228200"
"066970","엘앤에프","37233","89910","52677","8467733000","20508117500","12040384500"
"074600","원익QnC","151517","427152","275635","5060261000","14222451600","9162190600"
"048260","오스템임플란트","10713","87896","77183","1246273600","10291976000","9045702400"
"253450","스튜디오드래곤","12321","108074","95753","1058749700","9326729600","8267979900"
"240810","원익IPS","25049","168500","143451","1014088300","6882198150","5868109850"
"222800","심텍","31779","129437","97658","1612935600","6578888250","4965952650"
"005290","동진쎄미켐","87271","203383","116112","3434711600","8023714800","4589003200"
"319660","피에스케이","11955","101054","89099","595614350","5058758200","4463143850"
"166090","하나머티리얼즈","10485","73527","63042","689704800","4830061500","4140356700"
"237690","에스티팜","2080","40455","38375","215417400","4216902400","4001485000"
"096530","씨젠","14120","102835","88715","578174300","4237845500","3659671200"
"183300","코미코","3504","64992","61488","201390100","3772880600","3571490500"
"104830","원익머트리얼즈","11156","96427","85271","434940350","3759466800","3324526450"
"058470","리노공업","2177","19615","17438","386169200","3509239700","3123070500"
"095340","ISC","66348","143482","77134","2554146050","5537536850","2983390800"
"086520","에코프로","17726","49364","31638","1551594200","4338254600","2786660400"
"101160","월덱스","34388","131529","97141","972105050","3730626200","2758521150"
"036890","진성티이씨","15952","234956","219004","203489700","2960209250","2756719550"
"131390","원익피앤이","18745","107179","88434","568842450","3246732600","2677890150"
"041510","에스엠","28866","58525","29659","1975660100","4016840100","2041180000"
"052400","코나아이","2637","80635","77998","66750500","2064534450","1997783950"
"145020","휴젤","3822","19032","15210","488116800","2449713500","1961596700"
"035900","JYP Ent.","71087","101015","29928","4316036800","6137340900","1821304100"
"091990","셀트리온헬스케어","51527","77894","26367","3225502900","4887743000","1662240100"
"036930","주성엔지니어링","82864","154723","71859","1840765800","3442759300","1601993500"
"122870","와이지엔터테인먼트","26374","48942","22568","1528912900","2848886400","1319973500"
"131970","테스나","7422","34391","26969","351140550","1641044300","1289903750"
"064760","티씨케이","2263","10786","8523","326304800","1569418700","1243113900"
"025900","동화기업","10375","25166","14791","862014500","2096721000","1234706500"
"125210","아모그린텍","0","85080","85080","0","1077148600","1077148600"
"063170","서울옥션","7522","48176","40654","186735650","1191562000","1004826350"
"090710","휴림로봇","68111","316728","248617","208413930","1205477615","997063685"
"272290","이녹스첨단소재","8961","27475","18514","440963550","1357120450","916156900"
"102710","이엔에프테크놀로지","2109","25861","23752","75204550","928334900","853130350"
"357780","솔브레인","1045","4445","3400","255017400","1090827800","835810400"
"950130","엑세스바이오","0","52000","52000","0","820784400","820784400"
"241840","에이스토리","7700","35919","28219","218621350","1017572050","798950700"
"084850","아이티엠반도체","1503","23599","22096","53562300","843998500","790436200"
"013030","하이록코리아","472","41754","41282","9030950","795450100","786419150"
"054950","제이브이엠","1631","41525","39894","31445900","802273350","770827450"
"219130","타이거일렉","0","38654","38654","0","720872000","720872000"
"098460","고영","11268","48336","37068","212179450","917280050","705100600"
"078340","컴투스","4408","11661","7253","425906700","1128797300","702890600"
"217820","엔에스","17910","79683","61773","211104600","895643050","684538450"
"060720","KH바텍","3422","36914","33492","69128050","749301350","680173300"
"267980","매일유업","860","10496","9636","58956900","727935500","668978600"
"078350","한양디지텍","1500","38900","37400","26925000","693604250","666679250"
"095700","제넥신","4224","20290","16066","166644700","810783050","644138350"
"222080","씨아이에스","16776","63294","46518","225724250","855216500","629492250"
"090460","비에이치","35723","58688","22965","959808150","1585328000","625519850"
"150900","파수","0","54421","54421","0","621421750","621421750"
"095610","테스","21599","43475","21876","599534300","1209234750","609700450"
"030530","원익홀딩스","8242","128155","119913","40825725","638061250","597235525"
"028300","HLB","28674","47644","18970","867971050","1447660850","579689800"
"348210","넥스틴","54","8290","8236","3792200","581298800","577506600"
"003100","선광","0","8018","8018","0","573558800","573558800"
"000250","삼천당제약","5144","17513","12369","228422000","779294650","550872650"
"025980","아난티","11540","69905","58365","100745430","612700100","511954670"
"243840","신흥에스이씨","4413","12049","7636","293382300","804517300","511135000"
"196170","알테오젠","6527","15232","8705","373255700","873213300","499957600"
"189860","서전기전","23538","63221","39683","288766050","786249500","497483450"
"119610","인터로조","556","15795","15239","18102250","515325850","497223600"
"064290","인텍플러스","2003","20174","18171","53880400","541664850","487784450"
"290670","대보마그네틱","185","10065","9880","8994900","488665350","479670450"
"100090","삼강엠앤티","75089","97327","22238","1569140750","2034881050","465740300"
"052670","제일바이오","0","190825","190825","0","457980000","457980000"
"140670","알에스오토메이션","0","25586","25586","0","453160900","453160900"
"195940","HK이노엔","10068","21049","10981","410919950","861496900","450576950"
"033640","네패스","5939","20264","14325","181620000","622832500","441212500"
"068760","셀트리온제약","3821","8652","4831","345254100","786373100","441119000"
"048410","현대바이오","7179","21653","14474","208241300","628784500","420543200"
"200130","콜마비앤에이치","3807","16093","12286","129369600","549527050","420157450"
"086900","메디톡스","1524","4478","2954","208162200","611746000","403583800"
"023160","태광","10472","46540","36068","114132950","514218150","400085200"
"056190","에스에프에이","15044","24782","9738","596138350","985960900","389822550"
"278280","천보","10112","11423","1311","2815364500","3183879500","368515000"
"060230","소니드","253147","534993","281846","325273425","661519335","336245910"
"118990","모트렉스","1","10325","10324","31850","333581350","333549500"
"078600","대주전자재료","9892","13581","3689","824823500","1133841600","309018100"
"039030","이오테크닉스","12269","15052","2783","1335944000","1642965000","307021000"
"096240","크레버스","2","9925","9923","62100","306391650","306329550"
"067630","HLB생명과학","16255","45994","29739","165704800","471528050","305823250"
"097870","효성오앤비","0","20717","20717","0","295683200","295683200"
"065680","우주일렉트로","0","10914","10914","0","294678000","294678000"
"272110","케이엔제이","0","19337","19337","0","285042200","285042200"
"099190","아이센스","8604","17538","8934","270184150","549120800","278936650"
"019210","와이지-원","4077","33052","28975","38599950","314221040","275621090"
"213420","덕산네오룩스","10093","16552","6459","425084700","699231350","274146650"
"036810","에프에스티","3161","15286","12125","69940800","340775150","270834350"
"215200","메가스터디교육","1764","4556","2792","166511300","434173700","267662400"
"289220","자이언트스텝","77","8873","8796","2290750","263755550","261464800"
"121600","나노신소재","4319","7866","3547","305245400","558739200","253493800"
"007390","네이처셀","9464","24064","14600","161665800","412512550","250846750"
"101490","에스앤에스텍","5732","14520","8788","159115000","406584550","247469550"
"050860","아세아텍","6642","60718","54076","26651935","270241750","243589815"
"222160","바이옵트로","1000","25636","24636","9840000","249780130","239940130"
"143240","사람인에이치알","32674","37791","5117","1531109450","1767420250","236310800"
"089600","나스미디어","265","8377","8112","7624900","242021700","234396800"
"298380","에이비엘바이오","7232","16414","9182","181173700","410988000","229814300"
"187660","에이디엠코리아","0","50000","50000","0","228588680","228588680"
"046390","삼화네트웍스","24897","77427","52530","108727820","335829600","227101780"
"085660","차바이오텍","8200","20229","12029","151908100","375698450","223790350"
"246710","티앤알바이오팹","456","9878","9422","10533500","228241900","217708400"
"032500","케이엠더블유","6156","12752","6596","202190700","419502400","217311700"
"178320","서진시스템","8533","19742","11209","164653750","381930150","217276400"
"084990","헬릭스미스","6905","17113","10208","141379100","352950650","211571550"
"136410","아셈스","1300","14218","12918","21306400","230211200","208904800"
"091700","파트론","31067","48604","17537","363823750","571932050","208108300"
"282880","코윈테크","113","6637","6524","3544200","209959900","206415700"
"064550","바이오니아","4550","11026","6476","139979600","340088850","200109250"
"091120","이엠텍","139","5163","5024","5553050","205437750","199884700"
"039200","오스코텍","11905","19106","7201","317614750","515495150","197880400"
"182400","엔케이맥스","2481","11570","9089","52421100","247183050","194761950"
"038540","상상인","7832","25443","17611","84114450","274323650","190209200"
"101170","우림피티에스","17411","49939","32528","92977610","282225890","189248280"
"366030","공구우먼","41","5000","4959","1471900","179259450","177787550"
"067900","와이엔텍","2","13616","13614","25850","176557450","176531600"
"036620","감성코퍼레이션","0","99000","99000","0","172284605","172284605"
"137400","피엔티","6815","10290","3475","329268350","497004700","167736350"
"022100","포스코 ICT","26769","53334","26565","167075430","333557970","166482540"
"239340","줌인터넷","25713","54014","28301","164108320","330121230","166012910"
"023770","플레이위드","0","13208","13208","0","166009500","166009500"
"046890","서울반도체","8081","20053","11972","109722800","272882450","163159650"
"092040","아미코젠","3255","8202","4947","103611000","262809350","159198350"
"086450","동국제약","16160","23155","6995","363085500","521511000","158425500"
"141080","레고켐바이오","18530","22087","3557","793491900","950245000","156753100"
"008830","대동기어","44675","57639","12964","540253340","687423650","147170310"
"123860","아나패스","0","5574","5574","0","147134250","147134250"
"114810","아이원스","0","14925","14925","0","147118550","147118550"
"256150","한독크린텍","3029","15000","11971","37065850","184147700","147081850"
"051500","CJ프레시웨이","2372","5800","3428","99874900","244977800","145102900"
"082270","젬백스","6698","16622","9924","96997600","241876100","144878500"
"228670","레이","3958","10087","6129","92220900","236091400","143870500"
"121440","골프존뉴딘홀딩스","6911","22301","15390","62816800","203261550","140444750"
"036540","SFA반도체","20089","41216","21127","132201050","272545870","140344820"
"069080","웹젠","6624","12944","6320","145957400","286298000","140340600"
"322780","코퍼스코리아","0","43716","43716","0","140283905","140283905"
"067390","아스트","136","19590","19454","958620","139744280","138785660"
"194480","데브시스터즈","1650","3967","2317","97842500","235778500","137936000"
"058630","엠게임","43","13696","13653","430000","137771650","137341650"
"356860","티엘비","278","3453","3175","11676300","146237850","134561550"
"230240","에치에프알","7889","11799","3910","260227500","394754750","134527250"
"140070","서플러스글로벌","2856","29000","26144","14287015","145617160","131330145"
"218410","RFHIC","5357","9940","4583","153572450","284890800","131318350"
"041830","인바디","1036","5613","4577","29250300","158926050","129675750"
"053030","바이넥스","5714","14036","8322","88237550","217864650","129627100"
"045100","한양이엔지","8","8066","8058","128300","129698950","129570650"
"323990","박셀바이오","2808","5589","2781","127400900","255476300","128075400"
"308100","까스텔바작","0","12500","12500","0","127903450","127903450"
"041190","우리기술투자","10667","26156","15489","86189750","212250720","126060970"
"389140","포바이포","2759","6105","3346","104643500","229185000","124541500"
"078890","가온미디어","72","10010","9938","902600","125376100","124473500"
"299900","위지윅스튜디오","280","3999","3719","9016000","128829150","119813150"
"029960","코엔텍","4338","18227","13889","36340570","153086600","116746030"
"310200","애니플러스","0","26449","26449","0","115680995","115680995"
"179900","유티아이","830","7446","6616","13507100","122926750","109419650"
"006730","서부T&D","5313","15485","10172","56719500","166001300","109281800"
"274090","켄코아에어로스페이스","167","7256","7089","2585250","111741750","109156500"
"380320","삼성머스트스팩5호","1234","23899","22665","6025635","112853230","106827595"
"232140","와이아이케이","25","20425","20400","129880","106609930","106480050"
"053050","지에스이","16055","30055","14000","123088880","228319650","105230770"
"265520","AP시스템","2356","6599","4243","56838800","159515550","102676750"
"089530","에이티세미콘","7138","57150","50012","14305360","116014500","101709140"
"041960","코미팜","8008","19731","11723","68448440","169285940","100837500"
"088800","에이스테크","7069","16727","9658","73326800","173277000","99950200"
"268600","셀리버리","4407","7448","3041","143358850","242921550","99562700"
"058820","CMG제약","20427","51052","30625","65503810","164189520","98685710"
"235980","메드팩토","3896","6970","3074","120874500","218460200","97585700"
"061970","엘비세미콘","5512","13699","8187","65110800","162298550","97187750"
"033500","동성화인텍","56578","63903","7325","685230150","776220250","90990100"
"048770","TPC","20185","35787","15602","102789880","192428290","89638410"
"042000","카페24","3281","8068","4787","60444150","149396650","88952500"
"089030","테크윙","264","4091","3827","5753450","89952700","84199250"
"293780","압타바이오","2955","7255","4300","56448300","139519700","83071400"
"060150","인선이엔티","5179","12649","7470","56921450","139283500","82362050"
"090850","현대이지웰","1132","8628","7496","12267700","93897050","81629350"
"035600","KG이니시스","3212","7778","4566","55747450","135253600","79506150"
"200670","휴메딕스","2","3847","3845","41100","79045650","79004550"
"036800","나이스정보통신","2295","4843","2548","70834800","149512800","78678000"
"060250","NHN한국사이버결제","8821","12581","3760","180932850","258234650","77301800"
"252990","샘씨엔에스","0","12500","12500","0","77060000","77060000"
"215000","골프존","2945","3387","442","511196200","587068800","75872600"
"078130","국일제지","18541","41587","23046","60325575","135718875","75393300"
"051360","토비스","0","8000","8000","0","75255270","75255270"
"018000","유니슨","20773","53094","32321","48099870","123253775","75153905"
"243070","휴온스","1535","3296","1761","64867400","139834300","74966900"
"054620","APS홀딩스","0","5500","5500","0","73500000","73500000"
"187870","디바이스이엔지","0","3068","3068","0","72775750","72775750"
"290510","코리아센터","6497","17071","10574","44516420","117235650","72719230"
"104480","티케이케미칼","9807","24183","14376","49101365","121375150","72273785"
"045390","대아티아이","13227","29655","16428","57220425","128801115","71580690"
"054670","대한뉴팜","0","5356","5356","0","70526850","70526850"
"151910","SBW생명과학","9315","23980","14665","42780385","110429045","67648660"
"146320","비씨엔씨","17429","20209","2780","409996500","476918150","66921650"
"029480","광무","1","17000","16999","4010","66907860","66903850"
"154030","아시아종묘","6488","15025","8537","48329820","111888520","63558700"
"041930","동아화성","21","5528","5507","240450","63446900","63206450"
"206650","유바이오로직스","14681","18125","3444","260442600","322319700","61877100"
"063080","컴투스홀딩스","500","1212","712","42940000","104034100","61094100"
"183490","엔지켐생명과학","3708","6461","2753","80881900","141792750","60910850"
"138080","오이솔루션","1528","3617","2089","43206850","102863700","59656850"
"036010","아비코전자","0","4678","4678","0","59098650","59098650"
"038500","삼표시멘트","7777","18993","11216","40816960","99705620","58888660"
"031980","피에스케이홀딩스","766","5009","4243","10608050","68371900","57763850"
"095660","네오위즈","32","2668","2636","689600","58015800","57326200"
"024840","KBI메탈","48402","72664","24262","118748030","175149885","56401855"
"032190","다우데이타","2530","6391","3861","35081850","88885000","53803150"
"108230","톱텍","4175","10429","6254","35476350","88936800","53460450"
"093320","케이아이엔엑스","21","1001","980","1122900","54095300","52972400"
"258790","소프트캠프","0","22030","22030","0","52811515","52811515"
"317850","대모","16695","21671","4976","189255600","241854720","52599120"
"189690","포시에스","0","5786","5786","0","52517490","52517490"
"275630","에스에스알","0","8631","8631","0","52307600","52307600"
"290270","휴네시온","0","8488","8488","0","52068010","52068010"
"027360","아주IB투자","9102","22315","13213","34833110","85752250","50919140"
"173130","오파스넷","0","8763","8763","0","50562680","50562680"
"013120","동원개발","928","10586","9658","4844460","55306660","50462200"
"299660","셀리드","1434","3502","2068","34685800","84944200","50258400"
"037070","파세코","0","2500","2500","0","48707900","48707900"
"033310","엠투엔","5144","12522","7378","33144150","81054620","47910470"
"105740","디케이락","13","3842","3829","157950","46792400","46634450"
"086040","바이오톡스텍","2449","7785","5336","21871240","68461790","46590550"
"131370","알서포트","5719","14061","8342","30642710","75798710","45156000"
"215100","로보로보","0","4380","4380","0","44457000","44457000"
"114840","아이패밀리에스씨","4508","5971","1463","133738300","177749850","44011550"
"200350","래몽래인","0","2156","2156","0","42147050","42147050"
"036830","솔브레인홀딩스","1078","2536","1458","30125800","71085300","40959500"
"214270","FSN","1","6550","6549","6260","40876410","40870150"
"023410","유진기업","13807","21788","7981","70759010","111620910","40861900"
"234340","세틀뱅크","0","1500","1500","0","40725000","40725000"
"024850","피에스엠씨","0","34564","34564","0","40307590","40307590"
"079960","동양이엔피","193","2525","2332","3329250","43581500","40252250"
"032940","원익","0","8166","8166","0","40143800","40143800"
"336570","대신밸런스제8호스팩","0","8503","8503","0","39315860","39315860"
"300080","플리토","0","1082","1082","0","38917450","38917450"
"192440","슈피겐코리아","2","856","854","87850","37651400","37563550"
"053450","세코닉스","0","3600","3600","0","37559950","37559950"
"214430","아이쓰리시스템","55","1912","1857","1094950","38112400","37017450"
"034230","파라다이스","41474","43645","2171","679832100","716630050","36797950"
"033130","디지틀조선","75","11905","11830","232500","37022455","36789955"
"206560","덱스터","17","2063","2046","298350","36811050","36512700"
"053580","웹케시","0","1481","1481","0","36347550","36347550"
"092190","서울바이오시스","2663","6628","3965","24027140","60317160","36290020"
"077360","덕산하이메탈","0","3825","3825","0","36264210","36264210"
"053260","금강철강","0","3166","3166","0","35918200","35918200"
"021080","에이티넘인베스트","3","7901","7898","13515","35906515","35893000"
"185490","아이진","0","3769","3769","0","33723550","33723550"
"078020","이베스트투자증권","3007","7351","4344","22764580","55751500","32986920"
"065370","위세아이텍","0","2330","2330","0","31760250","31760250"
"115530","씨엔플러스","0","43112","43112","0","31702058","31702058"
"122690","서진오토모티브","14994","23825","8831","57080925","88728385","31647460"
"122640","예스티","277","3998","3721","2319990","33473380","31153390"
"174900","앱클론","0","1900","1900","0","29544350","29544350"
"204270","제이앤티씨","3175","7782","4607","20039490","49463460","29423970"
"219550","디와이디","24733","34707","9974","114759515","144070390","29310875"
"119500","포메탈","0","4834","4834","0","28423920","28423920"
"092070","디엔에프","1010","2243","1233","23334000","51745200","28411200"
"284620","카이노스메드","0","10140","10140","0","27851955","27851955"
"290550","디케이티","10334","12048","1714","143639700","170701600","27061900"
"053350","이니텍","0","5470","5470","0","25439890","25439890"
"076080","웰크론한텍","0","6170","6170","0","25099560","25099560"
"083500","에프엔에스테크","0","2271","2271","0","25016000","25016000"
"144960","뉴파워프라즈마","6","4636","4630","31620","24847070","24815450"
"262840","아이퀘스트","0","2744","2744","0","24696000","24696000"
"086980","쇼박스","31","4015","3984","186000","24412080","24226080"
"256840","한국비엔씨","19070","21217","2147","197453950","221467100","24013150"
